,id,name,cost,position,home_team,away_team,kickoff_time,is_home,team_x
0,1,Folarin Balogun,44,FWD,Arsenal,Nott'm Forest,2023-08-12T12:00:00Z,True,Arsenal
1,2,Cédric Alves Soares,38,DEF,Arsenal,Nott'm Forest,2023-08-12T12:00:00Z,True,Arsenal
2,3,Mohamed Elneny,44,MID,Arsenal,Nott'm Forest,2023-08-12T12:00:00Z,True,Arsenal
3,4,Fábio Ferreira Vieira,54,MID,Arsenal,Nott'm Forest,2023-08-12T12:00:00Z,True,Arsenal
4,5,Gabriel dos Santos Magalhães,53,DEF,Arsenal,Nott'm Forest,2023-08-12T12:00:00Z,True,Arsenal
5,6,Kai Havertz,72,MID,Arsenal,Nott'm Forest,2023-08-12T12:00:00Z,True,Arsenal
6,8,Gabriel Fernando de Jesus,77,FWD,Arsenal,Nott'm Forest,2023-08-12T12:00:00Z,True,Arsenal
7,9,Jorge Luiz Frello Filho,53,MID,Arsenal,Nott'm Forest,2023-08-12T12:00:00Z,True,Arsenal
8,10,Jakub Kiwior,44,DEF,Arsenal,Nott'm Forest,2023-08-12T12:00:00Z,True,Arsenal
9,11,Marcus Oliveira Alencar,45,MID,Arsenal,Nott'm Forest,2023-08-12T12:00:00Z,True,Arsenal
10,12,Gabriel Martinelli Silva,76,MID,Arsenal,Nott'm Forest,2023-08-12T12:00:00Z,True,Arsenal
11,13,Eddie Nketiah,51,FWD,Arsenal,Nott'm Forest,2023-08-12T12:00:00Z,True,Arsenal
12,14,Martin Ødegaard,85,MID,Arsenal,Nott'm Forest,2023-08-12T12:00:00Z,True,Arsenal
13,15,Thomas Partey,48,MID,Arsenal,Nott'm Forest,2023-08-12T12:00:00Z,True,Arsenal
14,16,Nicolas Pépé,49,MID,Arsenal,Nott'm Forest,2023-08-12T12:00:00Z,True,Arsenal
15,17,Aaron Ramsdale,45,GKP,Arsenal,Nott'm Forest,2023-08-12T12:00:00Z,True,Arsenal
16,18,Rúnar Alex Rúnarsson,40,GKP,Arsenal,Nott'm Forest,2023-08-12T12:00:00Z,True,Arsenal
17,19,Bukayo Saka,90,MID,Arsenal,Nott'm Forest,2023-08-12T12:00:00Z,True,Arsenal
18,20,William Saliba,58,DEF,Arsenal,Nott'm Forest,2023-08-12T12:00:00Z,True,Arsenal
19,22,Emile Smith Rowe,53,MID,Arsenal,Nott'm Forest,2023-08-12T12:00:00Z,True,Arsenal
20,24,Kieran Tierney,44,DEF,Arsenal,Nott'm Forest,2023-08-12T12:00:00Z,True,Arsenal
21,25,Takehiro Tomiyasu,45,DEF,Arsenal,Nott'm Forest,2023-08-12T12:00:00Z,True,Arsenal
22,26,Leandro Trossard,65,MID,Arsenal,Nott'm Forest,2023-08-12T12:00:00Z,True,Arsenal
23,29,Benjamin White,59,DEF,Arsenal,Nott'm Forest,2023-08-12T12:00:00Z,True,Arsenal
24,30,Granit Xhaka,60,MID,Arsenal,Nott'm Forest,2023-08-12T12:00:00Z,True,Arsenal
25,31,Oleksandr Zinchenko,50,DEF,Arsenal,Nott'm Forest,2023-08-12T12:00:00Z,True,Arsenal
26,113,David Raya Martin,51,GKP,Arsenal,Spurs,2023-08-13T13:00:00Z,True,Arsenal
27,540,Declan Rice,55,MID,Arsenal,Nott'm Forest,2023-08-12T12:00:00Z,True,Arsenal
28,578,Reiss Nelson,48,MID,Arsenal,Nott'm Forest,2023-08-12T12:00:00Z,True,Arsenal
29,585,Jurriën Timber,46,DEF,Arsenal,Nott'm Forest,2023-08-12T12:00:00Z,True,Arsenal
30,646,Karl Hein,40,GKP,Arsenal,Nott'm Forest,2023-08-12T12:00:00Z,True,Arsenal
31,735,Charles Sagoe,45,MID,Arsenal,Burnley,2023-11-11T15:00:00Z,True,Arsenal
32,736,Reuell Walters,40,DEF,Arsenal,Burnley,2023-11-11T15:00:00Z,True,Arsenal
33,737,Bradley Ibrahim,45,MID,Arsenal,Burnley,2023-11-11T15:00:00Z,True,Arsenal
34,764,Myles Lewis-Skelly,45,MID,Arsenal,Brighton,2023-12-17T14:00:00Z,True,Arsenal
35,772,Ethan Nwaneri,45,MID,Arsenal,West Ham,2023-12-28T20:15:00Z,True,Arsenal
36,815,Mauro Bandeira,45,MID,West Ham,Arsenal,2024-02-11T14:00:00Z,False,Arsenal
37,817,James Sweet,40,DEF,Burnley,Arsenal,2024-02-17T15:00:00Z,False,Arsenal
38,32,Alexandre Moreno Lopera,51,DEF,Newcastle,Aston Villa,2023-08-12T16:30:00Z,False,Aston Villa
39,34,Leon Bailey,56,MID,Newcastle,Aston Villa,2023-08-12T16:30:00Z,False,Aston Villa
40,35,Emiliano Buendía Stati,57,MID,Newcastle,Aston Villa,2023-08-12T16:30:00Z,False,Aston Villa
41,36,Matty Cash,46,DEF,Newcastle,Aston Villa,2023-08-12T16:30:00Z,False,Aston Villa
42,37,Calum Chambers,38,DEF,Newcastle,Aston Villa,2023-08-12T16:30:00Z,False,Aston Villa
43,38,Philippe Coutinho Correia,58,MID,Newcastle,Aston Villa,2023-08-12T16:30:00Z,False,Aston Villa
44,39,Keinan Davis,49,FWD,Newcastle,Aston Villa,2023-08-12T16:30:00Z,False,Aston Villa
45,40,Leander Dendoncker,49,MID,Newcastle,Aston Villa,2023-08-12T16:30:00Z,False,Aston Villa
46,41,Diego Carlos Santos Silva,44,DEF,Newcastle,Aston Villa,2023-08-12T16:30:00Z,False,Aston Villa
47,42,Lucas Digne,46,DEF,Newcastle,Aston Villa,2023-08-12T16:30:00Z,False,Aston Villa
48,43,Douglas Luiz Soares de Paulo,56,MID,Newcastle,Aston Villa,2023-08-12T16:30:00Z,False,Aston Villa
49,44,Jhon Durán,50,FWD,Newcastle,Aston Villa,2023-08-12T16:30:00Z,False,Aston Villa
50,45,Kortney Hause,39,DEF,Newcastle,Aston Villa,2023-08-12T16:30:00Z,False,Aston Villa
51,46,Tim Iroegbunam,44,MID,Newcastle,Aston Villa,2023-08-12T16:30:00Z,False,Aston Villa
52,47,Boubacar Kamara,50,MID,Newcastle,Aston Villa,2023-08-12T16:30:00Z,False,Aston Villa
53,48,Ezri Konsa Ngoyo,45,DEF,Newcastle,Aston Villa,2023-08-12T16:30:00Z,False,Aston Villa
54,49,Emiliano Martínez Romero,53,GKP,Newcastle,Aston Villa,2023-08-12T16:30:00Z,False,Aston Villa
55,50,John McGinn,53,MID,Newcastle,Aston Villa,2023-08-12T16:30:00Z,False,Aston Villa
56,51,Tyrone Mings,41,DEF,Newcastle,Aston Villa,2023-08-12T16:30:00Z,False,Aston Villa
57,53,Robin Olsen,39,GKP,Newcastle,Aston Villa,2023-08-12T16:30:00Z,False,Aston Villa
58,54,Jaden Philogene-Bidace,45,MID,Newcastle,Aston Villa,2023-08-12T16:30:00Z,False,Aston Villa
59,55,Jacob Ramsey,59,MID,Newcastle,Aston Villa,2023-08-12T16:30:00Z,False,Aston Villa
60,56,Morgan Sanson,45,MID,Newcastle,Aston Villa,2023-08-12T16:30:00Z,False,Aston Villa
61,57,Viljami Sinisalo,40,GKP,Newcastle,Aston Villa,2023-08-12T16:30:00Z,False,Aston Villa
62,58,Youri Tielemans,56,MID,Newcastle,Aston Villa,2023-08-12T16:30:00Z,False,Aston Villa
63,59,Bertrand Traoré,50,MID,Newcastle,Aston Villa,2023-08-12T16:30:00Z,False,Aston Villa
