"team_name","league","country","season","transfer_type","player_name","player_url","player_position","player_age","player_nationality","club_2","league_2","country_2","transfer_fee","is_loan","transfer_notes","window","in_squad","appearances","goals","minutes_played"
"Manchester City","Premier League","England","2023","Arrivals","Josko Gvardiol","https://www.transfermarkt.com/josko-gvardiol/profil/spieler/475959","Centre-Back","21","Croatia","RB Leipzig","Bundesliga","Germany",9e+07,FALSE,NA,"Summer",39,29,0,2324
"Manchester City","Premier League","England","2023","Arrivals","Matheus Nunes","https://www.transfermarkt.com/matheus-nunes/profil/spieler/601883","Central Midfield","25","Portugal","Wolves","Premier League","England",6.2e+07,FALSE,NA,"Summer",37,23,0,1209
"Manchester City","Premier League","England","2023","Arrivals","Jérémy Doku","https://www.transfermarkt.com/jeremy-doku/profil/spieler/486049","Left Winger","21","Belgium","Stade Rennais","Ligue 1","France",6e+07,FALSE,NA,"Summer",32,31,4,1662
"Manchester City","Premier League","England","2023","Arrivals","Mateo Kovacic","https://www.transfermarkt.com/mateo-kovacic/profil/spieler/51471","Central Midfield","29","Croatia","Chelsea","Premier League","England",29100000,FALSE,NA,"Summer",38,33,2,1990
"Manchester City","Premier League","England","2023","Arrivals","James McAtee","https://www.transfermarkt.com/james-mcatee/profil/spieler/583199","Central Midfield","20","England","Man City U21","Premier League 2","England",NA,FALSE,"-","Summer",5,1,0,0
"Manchester City","Premier League","England","2023","Arrivals","Oscar Bobb","https://www.transfermarkt.com/oscar-bobb/profil/spieler/661207","Right Winger","19","Norway","Man City U21","Premier League 2","England",NA,FALSE,"-","Summer",42,20,2,695
"Manchester City","Premier League","England","2023","Arrivals","João Cancelo","https://www.transfermarkt.com/joao-cancelo/profil/spieler/182712","Right-Back","29","Portugal","Bayern Munich","Bundesliga","Germany",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"Manchester City","Premier League","England","2023","Arrivals","Taylor Harwood-Bellis","https://www.transfermarkt.com/taylor-harwood-bellis/profil/spieler/503977","Centre-Back","22","England","Southampton","Championship","England",NA,TRUE,"End of loan May 31, 2024","Summer",NA,NA,NA,NA
"Manchester City","Premier League","England","2023","Arrivals","Issa Kaboré","https://www.transfermarkt.com/issa-kabore/profil/spieler/649452","Right-Back","23","Burkina Faso","Luton","Premier League","England",NA,TRUE,"End of loan May 31, 2024","Summer",NA,NA,NA,NA
"Manchester City","Premier League","England","2023","Arrivals","Issa Kaboré","https://www.transfermarkt.com/issa-kabore/profil/spieler/649452","Right-Back","22","Burkina Faso","Marseille","Ligue 1","France",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"Manchester City","Premier League","England","2023","Arrivals","Yangel Herrera","https://www.transfermarkt.com/yangel-herrera/profil/spieler/378293","Central Midfield","25","Venezuela","Girona","LaLiga","Spain",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"Manchester City","Premier League","England","2023","Arrivals","Josh Wilson-Esbrand","https://www.transfermarkt.com/josh-wilson-esbrand/profil/spieler/576121","Left-Back","21","England","Cardiff","Championship","Wales",NA,TRUE,"End of loan May 31, 2024","Summer",NA,NA,NA,NA
"Manchester City","Premier League","England","2023","Arrivals","Nahuel Bustos","https://www.transfermarkt.com/nahuel-bustos/profil/spieler/439629","Centre-Forward","24","Argentina","CA Talleres","Copa de la Liga","Argentina",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"Manchester City","Premier League","England","2023","Departures","Cole Palmer","https://www.transfermarkt.com/cole-palmer/profil/spieler/568177","Attacking Midfield","21","England","Chelsea","Premier League","England",4.7e+07,FALSE,NA,"Summer",5,3,2,121
"Manchester City","Premier League","England","2023","Departures","Riyad Mahrez","https://www.transfermarkt.com/riyad-mahrez/profil/spieler/171424","Right Winger","32","Algeria","Al-Ahli","Saudi Pro League","Saudi Arabia",3.5e+07,FALSE,NA,"Summer",NA,NA,NA,NA
"Manchester City","Premier League","England","2023","Departures","Aymeric Laporte","https://www.transfermarkt.com/aymeric-laporte/profil/spieler/176553","Centre-Back","29","Spain","Al-Nassr","Saudi Pro League","Saudi Arabia",27500000,FALSE,NA,"Summer",3,1,0,11
"Manchester City","Premier League","England","2023","Departures","Yangel Herrera","https://www.transfermarkt.com/yangel-herrera/profil/spieler/378293","Central Midfield","25","Venezuela","Girona","LaLiga","Spain",5e+06,FALSE,NA,"Summer",NA,NA,NA,NA
"Manchester City","Premier League","England","2023","Departures","İlkay Gündoğan","https://www.transfermarkt.com/ilkay-gundogan/profil/spieler/53622","Central Midfield","32","Germany","Barcelona","LaLiga","Spain",0,FALSE,NA,"Summer",NA,NA,NA,NA
"Manchester City","Premier League","England","2023","Departures","Benjamin Mendy","https://www.transfermarkt.com/benjamin-mendy/profil/spieler/157495","Left-Back","29","France","FC Lorient","Ligue 1","France",0,FALSE,NA,"Summer",NA,NA,NA,NA
"Manchester City","Premier League","England","2023","Departures","Nahuel Bustos","https://www.transfermarkt.com/nahuel-bustos/profil/spieler/439629","Centre-Forward","24","Argentina","CA Talleres","Copa de la Liga","Argentina",0,FALSE,NA,"Summer",NA,NA,NA,NA
"Manchester City","Premier League","England","2023","Departures","João Cancelo","https://www.transfermarkt.com/joao-cancelo/profil/spieler/182712","Right-Back","29","Portugal","Barcelona","LaLiga","Spain",NA,TRUE,"loan transfer","Summer",NA,NA,NA,NA
"Manchester City","Premier League","England","2023","Departures","Taylor Harwood-Bellis","https://www.transfermarkt.com/taylor-harwood-bellis/profil/spieler/503977","Centre-Back","21","England","Southampton","Championship","England",NA,TRUE,"loan transfer","Summer",NA,NA,NA,NA
"Manchester City","Premier League","England","2023","Departures","James McAtee","https://www.transfermarkt.com/james-mcatee/profil/spieler/583199","Central Midfield","20","England","Sheff Utd","Premier League","England",NA,TRUE,"loan transfer","Summer",5,1,0,0
"Manchester City","Premier League","England","2023","Departures","Máximo Perrone","https://www.transfermarkt.com/maximo-perrone/profil/spieler/668547","Defensive Midfield","20","Argentina","UD Las Palmas","LaLiga","Spain",NA,TRUE,"loan transfer","Summer",2,0,0,0
"Manchester City","Premier League","England","2023","Departures","Issa Kaboré","https://www.transfermarkt.com/issa-kabore/profil/spieler/649452","Right-Back","22","Burkina Faso","Luton","Premier League","England",NA,TRUE,"loan transfer","Summer",NA,NA,NA,NA
"Manchester City","Premier League","England","2023","Departures","Josh Wilson-Esbrand","https://www.transfermarkt.com/josh-wilson-esbrand/profil/spieler/576121","Left-Back","20","England","Stade Reims","Ligue 1","France",NA,TRUE,"loan transfer","Summer",NA,NA,NA,NA
"Manchester City","Premier League","England","2023","Departures","Slobodan Tedic","https://www.transfermarkt.com/slobodan-tedic/profil/spieler/505652","Centre-Forward","23","Serbia","Charlton","League One","England",NA,TRUE,"loan transfer","Summer",NA,NA,NA,NA
"Manchester City","Premier League","England","2023","Arrivals","Claudio Echeverri","https://www.transfermarkt.com/claudio-echeverri/profil/spieler/994536","Attacking Midfield","18","Argentina","River Plate","Copa de la Liga","Argentina",18500000,FALSE,NA,"Winter",NA,NA,NA,NA
"Manchester City","Premier League","England","2023","Arrivals","James McAtee","https://www.transfermarkt.com/james-mcatee/profil/spieler/583199","Central Midfield","21","England","Sheff Utd","Premier League","England",NA,TRUE,"End of loan May 31, 2024","Winter",5,1,0,0
"Manchester City","Premier League","England","2023","Arrivals","Josh Wilson-Esbrand","https://www.transfermarkt.com/josh-wilson-esbrand/profil/spieler/576121","Left-Back","21","England","Stade Reims","Ligue 1","France",NA,TRUE,"End of loan Jan 31, 2024","Winter",NA,NA,NA,NA
"Manchester City","Premier League","England","2023","Arrivals","Slobodan Tedic","https://www.transfermarkt.com/slobodan-tedic/profil/spieler/505652","Centre-Forward","23","Serbia","Charlton","League One","England",NA,TRUE,"End of loan Jan 5, 2024","Winter",NA,NA,NA,NA
"Manchester City","Premier League","England","2023","Departures","Kalvin Phillips","https://www.transfermarkt.com/kalvin-phillips/profil/spieler/351749","Defensive Midfield","28","England","West Ham","Premier League","England",7e+06,TRUE,NA,"Winter",31,10,1,318
"Manchester City","Premier League","England","2023","Departures","Nahuel Ferraresi","https://www.transfermarkt.com/nahuel-ferraresi/profil/spieler/466336","Centre-Back","25","Venezuela","São Paulo","Série A","Brazil",4300000,FALSE,NA,"Winter",NA,NA,NA,NA
"Manchester City","Premier League","England","2023","Departures","Zack Steffen","https://www.transfermarkt.com/zack-steffen/profil/spieler/221624","Goalkeeper","28","United States","Colorado","MLS","United States",0,FALSE,NA,"Winter",NA,NA,NA,NA
"Manchester City","Premier League","England","2023","Departures","Slobodan Tedic","https://www.transfermarkt.com/slobodan-tedic/profil/spieler/505652","Centre-Forward","23","Serbia","FK Cukaricki","Super liga Srbije","Serbia",0,FALSE,NA,"Winter",NA,NA,NA,NA
"Manchester City","Premier League","England","2023","Departures","Claudio Echeverri","https://www.transfermarkt.com/claudio-echeverri/profil/spieler/994536","Attacking Midfield","18","Argentina","River Plate","Liga Profesional","Argentina",NA,TRUE,"loan transfer","Winter",NA,NA,NA,NA
"Manchester City","Premier League","England","2023","Departures","Josh Wilson-Esbrand","https://www.transfermarkt.com/josh-wilson-esbrand/profil/spieler/576121","Left-Back","21","England","Cardiff","Championship","Wales",NA,TRUE,"loan transfer","Winter",NA,NA,NA,NA
"Arsenal FC","Premier League","England","2023","Arrivals","Declan Rice","https://www.transfermarkt.com/declan-rice/profil/spieler/357662","Defensive Midfield","24","England","West Ham","Premier League","England",116600000,FALSE,NA,"Summer",39,39,6,3261
"Arsenal FC","Premier League","England","2023","Arrivals","Kai Havertz","https://www.transfermarkt.com/kai-havertz/profil/spieler/309400","Attacking Midfield","24","Germany","Chelsea","Premier League","England",7.5e+07,FALSE,NA,"Summer",39,39,9,2793
"Arsenal FC","Premier League","England","2023","Arrivals","Jurrien Timber","https://www.transfermarkt.com/jurrien-timber/profil/spieler/420243","Centre-Back","22","Netherlands","Ajax","Eredivisie","Netherlands",4e+07,FALSE,NA,"Summer",2,2,0,126
"Arsenal FC","Premier League","England","2023","Arrivals","David Raya","https://www.transfermarkt.com/david-raya/profil/spieler/262749","Goalkeeper","27","Spain","Brentford","Premier League","England",3340000,TRUE,NA,"Summer",34,29,0,2640
"Arsenal FC","Premier League","England","2023","Arrivals","Folarin Balogun","https://www.transfermarkt.com/folarin-balogun/profil/spieler/503770","Centre-Forward","21","United States","Stade Reims","Ligue 1","France",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"Arsenal FC","Premier League","England","2023","Arrivals","Nicolas Pépé","https://www.transfermarkt.com/nicolas-pepe/profil/spieler/343052","Right Winger","28","Cote d'Ivoire","OGC Nice","Ligue 1","France",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"Arsenal FC","Premier League","England","2023","Arrivals","Nuno Tavares","https://www.transfermarkt.com/nuno-tavares/profil/spieler/535955","Left-Back","23","Portugal","Marseille","Ligue 1","France",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"Arsenal FC","Premier League","England","2023","Arrivals","Albert Sambi Lokonga","https://www.transfermarkt.com/albert-sambi-lokonga/profil/spieler/381967","Central Midfield","24","Belgium","Luton","Premier League","England",NA,TRUE,"End of loan May 31, 2024","Summer",NA,NA,NA,NA
"Arsenal FC","Premier League","England","2023","Arrivals","Pablo Marí","https://www.transfermarkt.com/pablo-mari/profil/spieler/210178","Centre-Back","29","Spain","Monza","Serie A","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"Arsenal FC","Premier League","England","2023","Arrivals","Cédric Soares","https://www.transfermarkt.com/cedric-soares/profil/spieler/112988","Right-Back","31","Portugal","Fulham","Premier League","England",NA,TRUE,"End of loan Jun 30, 2023","Summer",29,5,0,124
"Arsenal FC","Premier League","England","2023","Arrivals","Arthur Okonkwo","https://www.transfermarkt.com/arthur-okonkwo/profil/spieler/503769","Goalkeeper","21","England","Sturm Graz","Bundesliga","Austria",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"Arsenal FC","Premier League","England","2023","Arrivals","Arthur Okonkwo","https://www.transfermarkt.com/arthur-okonkwo/profil/spieler/503769","Goalkeeper","22","England","Wrexham","League Two","Wales",NA,TRUE,"End of loan May 31, 2024","Summer",NA,NA,NA,NA
"Arsenal FC","Premier League","England","2023","Arrivals","Rúnar Alex Rúnarsson","https://www.transfermarkt.com/runar-alex-runarsson/profil/spieler/205657","Goalkeeper","28","Iceland","Alanyaspor","Süper Lig","Türkiye",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"Arsenal FC","Premier League","England","2023","Arrivals","Charles Sagoe Jr","https://www.transfermarkt.com/charles-sagoe-jr/profil/spieler/796037","Left Winger","19","England","Swansea","Championship","Wales",NA,TRUE,"End of loan May 31, 2024","Summer",3,1,0,68
"Arsenal FC","Premier League","England","2023","Departures","Folarin Balogun","https://www.transfermarkt.com/folarin-balogun/profil/spieler/503770","Centre-Forward","22","United States","Monaco","Ligue 1","Monaco",3e+07,FALSE,NA,"Summer",NA,NA,NA,NA
"Arsenal FC","Premier League","England","2023","Departures","Granit Xhaka","https://www.transfermarkt.com/granit-xhaka/profil/spieler/111455","Defensive Midfield","30","Switzerland","B. Leverkusen","Bundesliga","Germany",1.5e+07,FALSE,NA,"Summer",NA,NA,NA,NA
"Arsenal FC","Premier League","England","2023","Departures","Matt Turner","https://www.transfermarkt.com/matt-turner/profil/spieler/425306","Goalkeeper","29","United States","Nottm Forest","Premier League","England",8150000,FALSE,NA,"Summer",1,0,0,0
"Arsenal FC","Premier League","England","2023","Departures","Auston Trusty","https://www.transfermarkt.com/auston-trusty/profil/spieler/389253","Centre-Back","24","United States","Sheff Utd","Premier League","England",5800000,FALSE,NA,"Summer",NA,NA,NA,NA
"Arsenal FC","Premier League","England","2023","Departures","Pablo Marí","https://www.transfermarkt.com/pablo-mari/profil/spieler/210178","Centre-Back","29","Spain","Monza","Serie A","Italy",4900000,FALSE,NA,"Summer",NA,NA,NA,NA
"Arsenal FC","Premier League","England","2023","Departures","Kieran Tierney","https://www.transfermarkt.com/kieran-tierney/profil/spieler/300716","Left-Back","26","Scotland","Real Sociedad","LaLiga","Spain",1400000,TRUE,NA,"Summer",1,1,0,14
"Arsenal FC","Premier League","England","2023","Departures","Rob Holding","https://www.transfermarkt.com/rob-holding/profil/spieler/253341","Centre-Back","27","England","Crystal Palace","Premier League","England",1200000,FALSE,NA,"Summer",1,0,0,0
"Arsenal FC","Premier League","England","2023","Departures","Nuno Tavares","https://www.transfermarkt.com/nuno-tavares/profil/spieler/535955","Left-Back","23","Portugal","Nottm Forest","Premier League","England",1150000,TRUE,NA,"Summer",NA,NA,NA,NA
"Arsenal FC","Premier League","England","2023","Departures","Marquinhos","https://www.transfermarkt.com/marquinhos/profil/spieler/668268","Right Winger","20","Brazil","FC Nantes","Ligue 1","France",3e+05,TRUE,NA,"Summer",NA,NA,NA,NA
"Arsenal FC","Premier League","England","2023","Departures","Nicolas Pépé","https://www.transfermarkt.com/nicolas-pepe/profil/spieler/343052","Right Winger","28","Cote d'Ivoire","Trabzonspor","Süper Lig","Türkiye",0,FALSE,NA,"Summer",NA,NA,NA,NA
"Arsenal FC","Premier League","England","2023","Departures","Ainsley Maitland-Niles","https://www.transfermarkt.com/ainsley-maitland-niles/profil/spieler/285845","Right Midfield","25","England","Olympique Lyon","Ligue 1","France",0,FALSE,NA,"Summer",NA,NA,NA,NA
"Arsenal FC","Premier League","England","2023","Departures","Albert Sambi Lokonga","https://www.transfermarkt.com/albert-sambi-lokonga/profil/spieler/381967","Central Midfield","23","Belgium","Luton","Premier League","England",NA,TRUE,"loan transfer","Summer",NA,NA,NA,NA
"Arsenal FC","Premier League","England","2023","Departures","Arthur Okonkwo","https://www.transfermarkt.com/arthur-okonkwo/profil/spieler/503769","Goalkeeper","21","England","Wrexham","League Two","Wales",NA,TRUE,"loan transfer","Summer",NA,NA,NA,NA
"Arsenal FC","Premier League","England","2023","Departures","Rúnar Alex Rúnarsson","https://www.transfermarkt.com/runar-alex-runarsson/profil/spieler/205657","Goalkeeper","28","Iceland","Cardiff","Championship","Wales",NA,TRUE,"loan transfer","Summer",NA,NA,NA,NA
"Arsenal FC","Premier League","England","2023","Arrivals","Marquinhos","https://www.transfermarkt.com/marquinhos/profil/spieler/668268","Right Winger","20","Brazil","FC Nantes","Ligue 1","France",NA,TRUE,"End of loan Jan 12, 2024","Winter",NA,NA,NA,NA
"Arsenal FC","Premier League","England","2023","Arrivals","Rúnar Alex Rúnarsson","https://www.transfermarkt.com/runar-alex-runarsson/profil/spieler/205657","Goalkeeper","28","Iceland","Cardiff","Championship","Wales",NA,TRUE,"End of loan Jan 31, 2024","Winter",NA,NA,NA,NA
"Arsenal FC","Premier League","England","2023","Departures","Rúnar Alex Rúnarsson","https://www.transfermarkt.com/runar-alex-runarsson/profil/spieler/205657","Goalkeeper","28","Iceland","FC Copenhagen","Superliga","Denmark",0,FALSE,NA,"Winter",NA,NA,NA,NA
"Arsenal FC","Premier League","England","2023","Departures","Marquinhos","https://www.transfermarkt.com/marquinhos/profil/spieler/668268","Right Winger","20","Brazil","Fluminense","Série A","Brazil",NA,TRUE,"loan transfer","Winter",NA,NA,NA,NA
"Chelsea FC","Premier League","England","2023","Arrivals","Moisés Caicedo","https://www.transfermarkt.com/moises-caicedo/profil/spieler/687626","Defensive Midfield","21","Ecuador","Brighton","Premier League","England",1.16e+08,FALSE,NA,"Summer",36,36,0,2881
"Chelsea FC","Premier League","England","2023","Arrivals","Roméo Lavia","https://www.transfermarkt.com/romeo-lavia/profil/spieler/628451","Defensive Midfield","19","Belgium","Southampton","Championship","England",62100000,FALSE,NA,"Summer",2,1,0,32
"Chelsea FC","Premier League","England","2023","Arrivals","Christopher Nkunku","https://www.transfermarkt.com/christopher-nkunku/profil/spieler/344381","Attacking Midfield","25","France","RB Leipzig","Bundesliga","Germany",6e+07,FALSE,NA,"Summer",11,10,2,394
"Chelsea FC","Premier League","England","2023","Arrivals","Cole Palmer","https://www.transfermarkt.com/cole-palmer/profil/spieler/568177","Attacking Midfield","21","England","Man City","Premier League","England",4.7e+07,FALSE,NA,"Summer",34,34,14,2651
"Chelsea FC","Premier League","England","2023","Arrivals","Axel Disasi","https://www.transfermarkt.com/axel-disasi/profil/spieler/386047","Centre-Back","25","France","Monaco","Ligue 1","Monaco",4.5e+07,FALSE,NA,"Summer",39,37,3,3325
"Chelsea FC","Premier League","England","2023","Arrivals","Nicolas Jackson","https://www.transfermarkt.com/nicolas-jackson/profil/spieler/776890","Centre-Forward","22","Senegal","Villarreal","LaLiga","Spain",3.7e+07,FALSE,NA,"Summer",32,32,12,2454
"Chelsea FC","Premier League","England","2023","Arrivals","Robert Sánchez","https://www.transfermarkt.com/robert-sanchez/profil/spieler/403151","Goalkeeper","25","Spain","Brighton","Premier League","England",28700000,FALSE,NA,"Summer",24,21,0,1884
"Chelsea FC","Premier League","England","2023","Arrivals","Lesley Ugochukwu","https://www.transfermarkt.com/lesley-ugochukwu/profil/spieler/711999","Defensive Midfield","19","France","Stade Rennais","Ligue 1","France",2.7e+07,FALSE,NA,"Summer",17,13,0,537
"Chelsea FC","Premier League","England","2023","Arrivals","Deivid Washington","https://www.transfermarkt.com/deivid-washington/profil/spieler/1082850","Centre-Forward","18","Brazil","Santos","Série A","Brazil",1.6e+07,FALSE,NA,"Summer",19,2,0,23
"Chelsea FC","Premier League","England","2023","Arrivals","Ângelo","https://www.transfermarkt.com/angelo/profil/spieler/743598","Right Winger","18","Brazil","Santos","Série A","Brazil",1.5e+07,FALSE,NA,"Summer",NA,NA,NA,NA
"Chelsea FC","Premier League","England","2023","Arrivals","Djordje Petrovic","https://www.transfermarkt.com/djordje-petrovic/profil/spieler/465555","Goalkeeper","23","Serbia","New England","MLS","United States",1.4e+07,FALSE,NA,"Summer",36,19,0,1656
"Chelsea FC","Premier League","England","2023","Arrivals","Diego Moreira","https://www.transfermarkt.com/diego-moreira/profil/spieler/655006","Left Winger","18","Portugal","Benfica B","Liga Sabseg","Portugal",0,FALSE,NA,"Summer",2,1,0,45
"Chelsea FC","Premier League","England","2023","Arrivals","Levi Colwill","https://www.transfermarkt.com/levi-colwill/profil/spieler/614258","Centre-Back","20","England","Chelsea U21","Premier League 2","England",NA,FALSE,"-","Summer",32,32,1,2433
"Chelsea FC","Premier League","England","2023","Arrivals","Ian Maatsen","https://www.transfermarkt.com/ian-maatsen/profil/spieler/485585","Left-Back","21","Netherlands","Chelsea U21","Premier League 2","England",NA,FALSE,"-","Summer",25,15,0,376
"Chelsea FC","Premier League","England","2023","Arrivals","Lewis Hall","https://www.transfermarkt.com/lewis-hall/profil/spieler/670858","Left-Back","18","England","Chelsea U21","Premier League 2","England",NA,FALSE,"-","Summer",NA,NA,NA,NA
"Chelsea FC","Premier League","England","2023","Arrivals","Lucas Bergström","https://www.transfermarkt.com/lucas-bergstrom/profil/spieler/490606","Goalkeeper","20","Finland","Chelsea U21","Premier League 2","England",NA,FALSE,"-","Summer",22,0,0,0
"Chelsea FC","Premier League","England","2023","Arrivals","Romelu Lukaku","https://www.transfermarkt.com/romelu-lukaku/profil/spieler/96341","Centre-Forward","30","Belgium","Inter","Serie A","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"Chelsea FC","Premier League","England","2023","Arrivals","Malo Gusto","https://www.transfermarkt.com/malo-gusto/profil/spieler/620322","Right-Back","20","France","Olympique Lyon","Ligue 1","France",NA,TRUE,"End of loan Jun 30, 2023","Summer",30,29,0,2009
"Chelsea FC","Premier League","England","2023","Arrivals","Lewis Hall","https://www.transfermarkt.com/lewis-hall/profil/spieler/670858","Left-Back","19","England","Newcastle","Premier League","England",NA,TRUE,"End of loan May 31, 2024","Summer",NA,NA,NA,NA
"Chelsea FC","Premier League","England","2023","Arrivals","Callum Hudson-Odoi","https://www.transfermarkt.com/callum-hudson-odoi/profil/spieler/392768","Left Winger","22","England","B. Leverkusen","Bundesliga","Germany",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"Chelsea FC","Premier League","England","2023","Arrivals","Andrey Santos","https://www.transfermarkt.com/andrey-santos/profil/spieler/743600","Central Midfield","19","Brazil","Vasco da Gama","Série A","Brazil",NA,TRUE,"End of loan Jun 30, 2023","Summer",1,0,0,0
"Chelsea FC","Premier League","England","2023","Arrivals","David Datro Fofana","https://www.transfermarkt.com/david-datro-fofana/profil/spieler/787232","Centre-Forward","21","Cote d'Ivoire","Burnley","Premier League","England",NA,TRUE,"End of loan May 31, 2024","Summer",NA,NA,NA,NA
"Chelsea FC","Premier League","England","2023","Arrivals","Ethan Ampadu","https://www.transfermarkt.com/ethan-ampadu/profil/spieler/392771","Defensive Midfield","22","Wales","Spezia Calcio","Serie B","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"Chelsea FC","Premier League","England","2023","Arrivals","Malang Sarr","https://www.transfermarkt.com/malang-sarr/profil/spieler/344596","Centre-Back","24","France","Monaco","Ligue 1","Monaco",NA,TRUE,"End of loan Jun 30, 2023","Summer",0,0,0,0
"Chelsea FC","Premier League","England","2023","Arrivals","Tiemoué Bakayoko","https://www.transfermarkt.com/tiemoue-bakayoko/profil/spieler/182618","Defensive Midfield","28","France","AC Milan","Serie A","Italy",NA,TRUE,"End of loan Jun 30, 2023","Summer",NA,NA,NA,NA
"Chelsea FC","Premier League","England","2023","Departures","Kai Havertz","https://www.transfermarkt.com/kai-havertz/profil/spieler/309400","Attacking Midfield","24","Germany","Arsenal","Premier League","England",7.5e+07,FALSE,NA,"Summer",NA,NA,NA,NA
"Chelsea FC","Premier League","England","2023","Departures","Mason Mount","https://www.transfermarkt.com/mason-mount/profil/spieler/346483","Attacking Midfield","24","England","Man Utd","Premier League","England",64200000,FALSE,NA,"Summer",NA,NA,NA,NA
"Chelsea FC","Premier League","England","2023","Departures","Mateo Kovacic","https://www.transfermarkt.com/mateo-kovacic/profil/spieler/51471","Central Midfield","29","Croatia","Man City","Premier League","England",29100000,FALSE,NA,"Summer",NA,NA,NA,NA
"Chelsea FC","Premier League","England","2023","Departures","Kalidou Koulibaly","https://www.transfermarkt.com/kalidou-koulibaly/profil/spieler/93128","Centre-Back","32","Senegal","Al-Hilal","Saudi Pro League","Saudi Arabia",2.3e+07,FALSE,NA,"Summer",NA,NA,NA,NA
"Chelsea FC","Premier League","England","2023","Departures","Christian Pulisic","https://www.transfermarkt.com/christian-pulisic/profil/spieler/315779","Right Winger","24","United States","AC Milan","Serie A","Italy",2e+07,FALSE,NA,"Summer",NA,NA,NA,NA
"Chelsea FC","Premier League","England","2023","Departures","Edouard Mendy","https://www.transfermarkt.com/edouard-mendy/profil/spieler/442531","Goalkeeper","31","Senegal","Al-Ahli","Saudi Pro League","Saudi Arabia",18500000,FALSE,NA,"Summer",NA,NA,NA,NA
"Chelsea FC","Premier League","England","2023","Departures","Ruben Loftus-Cheek","https://www.transfermarkt.com/ruben-loftus-cheek/profil/spieler/202886","Central Midfield","27","England","AC Milan","Serie A","Italy",18400000,FALSE,NA,"Summer",NA,NA,NA,NA
"Chelsea FC","Premier League","England","2023","Departures","Ethan Ampadu","https://www.transfermarkt.com/ethan-ampadu/profil/spieler/392771","Defensive Midfield","22","Wales","Leeds","Championship","England",8100000,FALSE,NA,"Summer",NA,NA,NA,NA
"Chelsea FC","Premier League","England","2023","Departures","Romelu Lukaku","https://www.transfermarkt.com/romelu-lukaku/profil/spieler/96341","Centre-Forward","30","Belgium","AS Roma","Serie A","Italy",5800000,TRUE,NA,"Summer",NA,NA,NA,NA
"Chelsea FC","Premier League","England","2023","Departures","Callum Hudson-Odoi","https://www.transfermarkt.com/callum-hudson-odoi/profil/spieler/392768","Left Winger","22","England","Nottm Forest","Premier League","England",3500000,FALSE,NA,"Summer",NA,NA,NA,NA
"Chelsea FC","Premier League","England","2023","Departures","Diego Moreira","https://www.transfermarkt.com/diego-moreira/profil/spieler/655006","Left Winger","19","Portugal","Olympique Lyon","Ligue 1","France",2800000,TRUE,NA,"Summer",2,1,0,45
"Chelsea FC","Premier League","England","2023","Departures","Kepa Arrizabalaga","https://www.transfermarkt.com/kepa-arrizabalaga/profil/spieler/192279","Goalkeeper","28","Spain","Real Madrid","LaLiga","Spain",1e+06,TRUE,NA,"Summer",NA,NA,NA,NA
"Chelsea FC","Premier League","England","2023","Departures","N'Golo Kanté","https://www.transfermarkt.com/ngolo-kante/profil/spieler/225083","Defensive Midfield","32","France","Al-Ittihad","Saudi Pro League","Saudi Arabia",0,FALSE,NA,"Summer",NA,NA,NA,NA
"Chelsea FC","Premier League","England","2023","Departures","César Azpilicueta","https://www.transfermarkt.com/cesar-azpilicueta/profil/spieler/57500","Right-Back","33","Spain","Atlético Madrid","LaLiga","Spain",0,FALSE,NA,"Summer",NA,NA,NA,NA
"Chelsea FC","Premier League","England","2023","Departures","Pierre-Emerick Aubameyang","https://www.transfermarkt.com/pierre-emerick-aubameyang/profil/spieler/58864","Centre-Forward","34","Gabon","Marseille","Ligue 1","France",0,FALSE,NA,"Summer",NA,NA,NA,NA
"Chelsea FC","Premier League","England","2023","Departures","Tiemoué Bakayoko","https://www.transfermarkt.com/tiemoue-bakayoko/profil/spieler/182618","Defensive Midfield","29","France","FC Lorient","Ligue 1","France",0,FALSE,NA,"Summer",NA,NA,NA,NA
"Chelsea FC","Premier League","England","2023","Departures","Abdul Rahman Baba","https://www.transfermarkt.com/abdul-rahman-baba/profil/spieler/224884","Left-Back","29","Ghana","PAOK Salonika","Super League 1","Greece",0,FALSE,NA,"Summer",NA,NA,NA,NA
