,id,name,cost,position,home_team,away_team,kickoff_time,is_home,team_x
0,1,Folarin Balogun,44,FWD,Arsenal,Aston Villa,2024-04-14T15:30:00Z,True,Arsenal
1,2,Cédric Alves Soares,38,DEF,Arsenal,Aston Villa,2024-04-14T15:30:00Z,True,Arsenal
2,3,Mohamed Elneny,44,MID,Arsenal,Aston Villa,2024-04-14T15:30:00Z,True,Arsenal
3,4,Fábio Ferreira Vieira,54,MID,Arsenal,Aston Villa,2024-04-14T15:30:00Z,True,Arsenal
4,5,Gabriel dos Santos Magalhães,54,DEF,Arsenal,Aston Villa,2024-04-14T15:30:00Z,True,Arsenal
5,6,Kai Havertz,74,MID,Arsenal,Aston Villa,2024-04-14T15:30:00Z,True,Arsenal
6,8,Gabriel Fernando de Jesus,77,FWD,Arsenal,Aston Villa,2024-04-14T15:30:00Z,True,Arsenal
7,9,Jorge Luiz Frello Filho,53,MID,Arsenal,Aston Villa,2024-04-14T15:30:00Z,True,Arsenal
8,10,Jakub Kiwior,44,DEF,Arsenal,Aston Villa,2024-04-14T15:30:00Z,True,Arsenal
9,11,Marcus Oliveira Alencar,45,MID,Arsenal,Aston Villa,2024-04-14T15:30:00Z,True,Arsenal
10,12,Gabriel Martinelli Silva,76,MID,Arsenal,Aston Villa,2024-04-14T15:30:00Z,True,Arsenal
11,13,Eddie Nketiah,50,FWD,Arsenal,Aston Villa,2024-04-14T15:30:00Z,True,Arsenal
12,14,Martin Ødegaard,86,MID,Arsenal,Aston Villa,2024-04-14T15:30:00Z,True,Arsenal
13,15,Thomas Partey,48,MID,Arsenal,Aston Villa,2024-04-14T15:30:00Z,True,Arsenal
14,16,Nicolas Pépé,49,MID,Arsenal,Aston Villa,2024-04-14T15:30:00Z,True,Arsenal
15,17,Aaron Ramsdale,45,GKP,Arsenal,Aston Villa,2024-04-14T15:30:00Z,True,Arsenal
16,18,Rúnar Alex Rúnarsson,40,GKP,Arsenal,Aston Villa,2024-04-14T15:30:00Z,True,Arsenal
17,19,Bukayo Saka,89,MID,Arsenal,Aston Villa,2024-04-14T15:30:00Z,True,Arsenal
18,20,William Saliba,59,DEF,Arsenal,Aston Villa,2024-04-14T15:30:00Z,True,Arsenal
19,22,Emile Smith Rowe,53,MID,Arsenal,Aston Villa,2024-04-14T15:30:00Z,True,Arsenal
20,24,Kieran Tierney,44,DEF,Arsenal,Aston Villa,2024-04-14T15:30:00Z,True,Arsenal
21,25,Takehiro Tomiyasu,45,DEF,Arsenal,Aston Villa,2024-04-14T15:30:00Z,True,Arsenal
22,26,Leandro Trossard,65,MID,Arsenal,Aston Villa,2024-04-14T15:30:00Z,True,Arsenal
23,29,Benjamin White,59,DEF,Arsenal,Aston Villa,2024-04-14T15:30:00Z,True,Arsenal
24,30,Granit Xhaka,60,MID,Arsenal,Aston Villa,2024-04-14T15:30:00Z,True,Arsenal
25,31,Oleksandr Zinchenko,50,DEF,Arsenal,Aston Villa,2024-04-14T15:30:00Z,True,Arsenal
26,113,David Raya Martin,51,GKP,Arsenal,Aston Villa,2024-04-14T15:30:00Z,True,Arsenal
27,540,Declan Rice,55,MID,Arsenal,Aston Villa,2024-04-14T15:30:00Z,True,Arsenal
28,578,Reiss Nelson,48,MID,Arsenal,Aston Villa,2024-04-14T15:30:00Z,True,Arsenal
29,585,Jurriën Timber,46,DEF,Arsenal,Aston Villa,2024-04-14T15:30:00Z,True,Arsenal
30,646,Karl Hein,40,GKP,Arsenal,Aston Villa,2024-04-14T15:30:00Z,True,Arsenal
31,32,Alexandre Moreno Lopera,51,DEF,Aston Villa,Brentford,2024-04-06T14:00:00Z,True,Aston Villa
32,34,Leon Bailey,56,MID,Aston Villa,Brentford,2024-04-06T14:00:00Z,True,Aston Villa
33,35,Emiliano Buendía Stati,57,MID,Aston Villa,Brentford,2024-04-06T14:00:00Z,True,Aston Villa
34,36,Matty Cash,45,DEF,Aston Villa,Brentford,2024-04-06T14:00:00Z,True,Aston Villa
