,id,name,cost,position,home_team,away_team,kickoff_time,is_home,team_x
0,1,Folarin Balogun,44,FWD,Arsenal,Crystal Palace,2024-01-20T12:30:00Z,True,Arsenal
1,2,Cédric Alves Soares,39,DEF,Arsenal,Crystal Palace,2024-01-20T12:30:00Z,True,Arsenal
2,3,Mohamed Elneny,44,MID,Arsenal,Crystal Palace,2024-01-20T12:30:00Z,True,Arsenal
3,4,Fábio Ferreira Vieira,54,MID,Arsenal,Crystal Palace,2024-01-20T12:30:00Z,True,Arsenal
4,5,Gabriel dos Santos Magalhães,50,DEF,Arsenal,Crystal Palace,2024-01-20T12:30:00Z,True,Arsenal
5,6,Kai Havertz,71,MID,Arsenal,Crystal Palace,2024-01-20T12:30:00Z,True,Arsenal
6,8,Gabriel Fernando de Jesus,80,FWD,Arsenal,Crystal Palace,2024-01-20T12:30:00Z,True,Arsenal
7,9,Jorge Luiz Frello Filho,53,MID,Arsenal,Crystal Palace,2024-01-20T12:30:00Z,True,Arsenal
8,10,Jakub Kiwior,43,DEF,Arsenal,Crystal Palace,2024-01-20T12:30:00Z,True,Arsenal
9,11,Marcus Oliveira Alencar,45,MID,Arsenal,Crystal Palace,2024-01-20T12:30:00Z,True,Arsenal
10,12,Gabriel Martinelli Silva,77,MID,Arsenal,Crystal Palace,2024-01-20T12:30:00Z,True,Arsenal
11,13,Eddie Nketiah,53,FWD,Arsenal,Crystal Palace,2024-01-20T12:30:00Z,True,Arsenal
12,14,Martin Ødegaard,85,MID,Arsenal,Crystal Palace,2024-01-20T12:30:00Z,True,Arsenal
13,15,Thomas Partey,48,MID,Arsenal,Crystal Palace,2024-01-20T12:30:00Z,True,Arsenal
14,16,Nicolas Pépé,49,MID,Arsenal,Crystal Palace,2024-01-20T12:30:00Z,True,Arsenal
15,17,Aaron Ramsdale,46,GKP,Arsenal,Crystal Palace,2024-01-20T12:30:00Z,True,Arsenal
16,18,Rúnar Alex Rúnarsson,40,GKP,Arsenal,Crystal Palace,2024-01-20T12:30:00Z,True,Arsenal
17,19,Bukayo Saka,91,MID,Arsenal,Crystal Palace,2024-01-20T12:30:00Z,True,Arsenal
18,20,William Saliba,56,DEF,Arsenal,Crystal Palace,2024-01-20T12:30:00Z,True,Arsenal
19,22,Emile Smith Rowe,53,MID,Arsenal,Crystal Palace,2024-01-20T12:30:00Z,True,Arsenal
20,24,Kieran Tierney,44,DEF,Arsenal,Crystal Palace,2024-01-20T12:30:00Z,True,Arsenal
21,25,Takehiro Tomiyasu,45,DEF,Arsenal,Crystal Palace,2024-01-20T12:30:00Z,True,Arsenal
22,26,Leandro Trossard,65,MID,Arsenal,Crystal Palace,2024-01-20T12:30:00Z,True,Arsenal
23,29,Benjamin White,56,DEF,Arsenal,Crystal Palace,2024-01-20T12:30:00Z,True,Arsenal
24,30,Granit Xhaka,60,MID,Arsenal,Crystal Palace,2024-01-20T12:30:00Z,True,Arsenal
25,31,Oleksandr Zinchenko,52,DEF,Arsenal,Crystal Palace,2024-01-20T12:30:00Z,True,Arsenal
26,113,David Raya Martin,49,GKP,Arsenal,Crystal Palace,2024-01-20T12:30:00Z,True,Arsenal
27,540,Declan Rice,54,MID,Arsenal,Crystal Palace,2024-01-20T12:30:00Z,True,Arsenal
28,578,Reiss Nelson,48,MID,Arsenal,Crystal Palace,2024-01-20T12:30:00Z,True,Arsenal
29,585,Jurriën Timber,46,DEF,Arsenal,Crystal Palace,2024-01-20T12:30:00Z,True,Arsenal
30,646,Karl Hein,40,GKP,Arsenal,Crystal Palace,2024-01-20T12:30:00Z,True,Arsenal
31,735,Charles Sagoe,45,MID,Arsenal,Aston Villa,2024-04-14T15:30:00Z,True,Arsenal
32,736,Reuell Walters,40,DEF,Arsenal,Aston Villa,2024-04-14T15:30:00Z,True,Arsenal
33,737,Bradley Ibrahim,45,MID,Arsenal,Aston Villa,2024-04-14T15:30:00Z,True,Arsenal
34,32,Alexandre Moreno Lopera,50,DEF,Everton,Aston Villa,2024-01-14T14:00:00Z,False,Aston Villa
35,34,Leon Bailey,57,MID,Everton,Aston Villa,2024-01-14T14:00:00Z,False,Aston Villa
