,id,name,cost,position,home_team,away_team,kickoff_time,is_home,team_x
0,1,Folarin Balogun,44,FWD,Fulham,Arsenal,2023-12-31T14:00:00Z,False,Arsenal
1,2,Cédric Alves Soares,39,DEF,Fulham,Arsenal,2023-12-31T14:00:00Z,False,Arsenal
2,3,Mohamed Elneny,44,MID,Fulham,Arsenal,2023-12-31T14:00:00Z,False,Arsenal
3,4,Fábio Ferreira Vieira,54,MID,Fulham,Arsenal,2023-12-31T14:00:00Z,False,Arsenal
4,5,Gabriel dos Santos Magalhães,50,DEF,Fulham,Arsenal,2023-12-31T14:00:00Z,False,Arsenal
5,6,Kai Havertz,71,MID,Fulham,Arsenal,2023-12-31T14:00:00Z,False,Arsenal
6,8,Gabriel Fernando de Jesus,80,FWD,Fulham,Arsenal,2023-12-31T14:00:00Z,False,Arsenal
7,9,Jorge Luiz Frello Filho,53,MID,Fulham,Arsenal,2023-12-31T14:00:00Z,False,Arsenal
8,10,Jakub Kiwior,43,DEF,Fulham,Arsenal,2023-12-31T14:00:00Z,False,Arsenal
9,11,Marcus Oliveira Alencar,45,MID,Fulham,Arsenal,2023-12-31T14:00:00Z,False,Arsenal
10,12,Gabriel Martinelli Silva,77,MID,Fulham,Arsenal,2023-12-31T14:00:00Z,False,Arsenal
11,13,Eddie Nketiah,53,FWD,Fulham,Arsenal,2023-12-31T14:00:00Z,False,Arsenal
12,14,Martin Ødegaard,84,MID,Fulham,Arsenal,2023-12-31T14:00:00Z,False,Arsenal
13,15,Thomas Partey,48,MID,Fulham,Arsenal,2023-12-31T14:00:00Z,False,Arsenal
14,16,Nicolas Pépé,49,MID,Fulham,Arsenal,2023-12-31T14:00:00Z,False,Arsenal
15,17,Aaron Ramsdale,46,GKP,Fulham,Arsenal,2023-12-31T14:00:00Z,False,Arsenal
16,18,Rúnar Alex Rúnarsson,40,GKP,Fulham,Arsenal,2023-12-31T14:00:00Z,False,Arsenal
17,19,Bukayo Saka,90,MID,Fulham,Arsenal,2023-12-31T14:00:00Z,False,Arsenal
18,20,William Saliba,56,DEF,Fulham,Arsenal,2023-12-31T14:00:00Z,False,Arsenal
19,22,Emile Smith Rowe,53,MID,Fulham,Arsenal,2023-12-31T14:00:00Z,False,Arsenal
20,24,Kieran Tierney,44,DEF,Fulham,Arsenal,2023-12-31T14:00:00Z,False,Arsenal
21,25,Takehiro Tomiyasu,45,DEF,Fulham,Arsenal,2023-12-31T14:00:00Z,False,Arsenal
22,26,Leandro Trossard,65,MID,Fulham,Arsenal,2023-12-31T14:00:00Z,False,Arsenal
23,29,Benjamin White,56,DEF,Fulham,Arsenal,2023-12-31T14:00:00Z,False,Arsenal
24,30,Granit Xhaka,60,MID,Fulham,Arsenal,2023-12-31T14:00:00Z,False,Arsenal
25,31,Oleksandr Zinchenko,52,DEF,Fulham,Arsenal,2023-12-31T14:00:00Z,False,Arsenal
26,113,David Raya Martin,49,GKP,Fulham,Arsenal,2023-12-31T14:00:00Z,False,Arsenal
27,540,Declan Rice,54,MID,Fulham,Arsenal,2023-12-31T14:00:00Z,False,Arsenal
28,578,Reiss Nelson,48,MID,Fulham,Arsenal,2023-12-31T14:00:00Z,False,Arsenal
29,585,Jurriën Timber,46,DEF,Fulham,Arsenal,2023-12-31T14:00:00Z,False,Arsenal
30,646,Karl Hein,40,GKP,Fulham,Arsenal,2023-12-31T14:00:00Z,False,Arsenal
31,735,Charles Sagoe,45,MID,Brighton,Arsenal,2024-04-06T16:30:00Z,False,Arsenal
32,736,Reuell Walters,40,DEF,Brighton,Arsenal,2024-04-06T16:30:00Z,False,Arsenal
33,737,Bradley Ibrahim,45,MID,Brighton,Arsenal,2024-04-06T16:30:00Z,False,Arsenal
34,32,Alexandre Moreno Lopera,50,DEF,Aston Villa,Burnley,2023-12-30T15:00:00Z,True,Aston Villa
35,34,Leon Bailey,56,MID,Aston Villa,Burnley,2023-12-30T15:00:00Z,True,Aston Villa
36,35,Emiliano Buendía Stati,57,MID,Aston Villa,Burnley,2023-12-30T15:00:00Z,True,Aston Villa
37,36,Matty Cash,47,DEF,Aston Villa,Burnley,2023-12-30T15:00:00Z,True,Aston Villa
38,37,Calum Chambers,39,DEF,Aston Villa,Burnley,2023-12-30T15:00:00Z,True,Aston Villa
39,38,Philippe Coutinho Correia,58,MID,Aston Villa,Burnley,2023-12-30T15:00:00Z,True,Aston Villa
40,39,Keinan Davis,49,FWD,Aston Villa,Burnley,2023-12-30T15:00:00Z,True,Aston Villa
41,40,Leander Dendoncker,49,MID,Aston Villa,Burnley,2023-12-30T15:00:00Z,True,Aston Villa
42,41,Diego Carlos Santos Silva,44,DEF,Aston Villa,Burnley,2023-12-30T15:00:00Z,True,Aston Villa
43,42,Lucas Digne,47,DEF,Aston Villa,Burnley,2023-12-30T15:00:00Z,True,Aston Villa
44,43,Douglas Luiz Soares de Paulo,55,MID,Aston Villa,Burnley,2023-12-30T15:00:00Z,True,Aston Villa
45,44,Jhon Durán,50,FWD,Aston Villa,Burnley,2023-12-30T15:00:00Z,True,Aston Villa
46,45,Kortney Hause,39,DEF,Aston Villa,Burnley,2023-12-30T15:00:00Z,True,Aston Villa
47,46,Tim Iroegbunam,44,MID,Aston Villa,Burnley,2023-12-30T15:00:00Z,True,Aston Villa
48,47,Boubacar Kamara,50,MID,Aston Villa,Burnley,2023-12-30T15:00:00Z,True,Aston Villa
49,48,Ezri Konsa Ngoyo,46,DEF,Aston Villa,Burnley,2023-12-30T15:00:00Z,True,Aston Villa
50,49,Emiliano Martínez Romero,52,GKP,Aston Villa,Burnley,2023-12-30T15:00:00Z,True,Aston Villa
51,50,John McGinn,56,MID,Aston Villa,Burnley,2023-12-30T15:00:00Z,True,Aston Villa
52,51,Tyrone Mings,41,DEF,Aston Villa,Burnley,2023-12-30T15:00:00Z,True,Aston Villa
53,53,Robin Olsen,39,GKP,Aston Villa,Burnley,2023-12-30T15:00:00Z,True,Aston Villa
54,54,Jaden Philogene-Bidace,45,MID,Aston Villa,Burnley,2023-12-30T15:00:00Z,True,Aston Villa
55,55,Jacob Ramsey,59,MID,Aston Villa,Burnley,2023-12-30T15:00:00Z,True,Aston Villa
56,56,Morgan Sanson,45,MID,Aston Villa,Burnley,2023-12-30T15:00:00Z,True,Aston Villa
57,57,Viljami Sinisalo,40,GKP,Aston Villa,Burnley,2023-12-30T15:00:00Z,True,Aston Villa
58,58,Youri Tielemans,56,MID,Aston Villa,Burnley,2023-12-30T15:00:00Z,True,Aston Villa
59,59,Bertrand Traoré,50,MID,Aston Villa,Burnley,2023-12-30T15:00:00Z,True,Aston Villa
60,60,Ollie Watkins,88,FWD,Aston Villa,Burnley,2023-12-30T15:00:00Z,True,Aston Villa
61,61,Wesley Moraes Ferreira da Silva,50,FWD,Aston Villa,Burnley,2023-12-30T15:00:00Z,True,Aston Villa
62,584,Pau Torres,47,DEF,Aston Villa,Burnley,2023-12-30T15:00:00Z,True,Aston Villa
63,599,Moussa Diaby,66,MID,Aston Villa,Burnley,2023-12-30T15:00:00Z,True,Aston Villa
64,618,Omari Kellyman,45,MID,Aston Villa,Burnley,2023-12-30T15:00:00Z,True,Aston Villa
65,670,Filip Marschall,40,GKP,Everton,Aston Villa,2024-01-14T14:00:00Z,False,Aston Villa
66,672,Nicolò Zaniolo,54,MID,Aston Villa,Newcastle,2024-01-30T20:15:00Z,True,Aston Villa
67,686,Oliwier Zych,40,GKP,Aston Villa,Newcastle,2024-01-30T20:15:00Z,True,Aston Villa
68,699,Clément Lenglet,45,DEF,Sheffield Utd,Aston Villa,2024-02-03T17:30:00Z,False,Aston Villa
69,62,Jaidon Anthony,49,MID,Bournemouth,Liverpool,2024-01-21T16:30:00Z,True,Bournemouth
70,63,Philip Billing,52,MID,Bournemouth,Liverpool,2024-01-21T16:30:00Z,True,Bournemouth
71,64,David Brooks,47,MID,Bournemouth,Liverpool,2024-01-21T16:30:00Z,True,Bournemouth
72,65,Ryan Christie,50,MID,Bournemouth,Liverpool,2024-01-21T16:30:00Z,True,Bournemouth
73,66,Lewis Cook,50,MID,Bournemouth,Liverpool,2024-01-21T16:30:00Z,True,Bournemouth
74,67,Siriki Dembélé,45,MID,Bournemouth,Liverpool,2024-01-21T16:30:00Z,True,Bournemouth
75,68,Ryan Fredericks,43,DEF,Bournemouth,Liverpool,2024-01-21T16:30:00Z,True,Bournemouth
76,69,James Hill,40,DEF,Bournemouth,Liverpool,2024-01-21T16:30:00Z,True,Bournemouth
77,70,Lloyd Kelly,45,DEF,Bournemouth,Liverpool,2024-01-21T16:30:00Z,True,Bournemouth
78,71,Gavin Kilkenny,43,MID,Bournemouth,Liverpool,2024-01-21T16:30:00Z,True,Bournemouth
79,72,Justin Kluivert,46,MID,Bournemouth,Liverpool,2024-01-21T16:30:00Z,True,Bournemouth
